City Pair,Passenger Total,Year,Month_num,YYYY-MM
BRISBANE-PERTH,83017,2017,9,2017-9
BRISBANE-PROSERPINE,25819,2017,9,2017-9
BRISBANE-ROCKHAMPTON,46505,2017,9,2017-9
BRISBANE-SYDNEY,403898,2017,9,2017-9
BRISBANE-TOWNSVILLE,85265,2017,9,2017-9
CANBERRA-MELBOURNE,98431,2017,9,2017-9
CANBERRA-SYDNEY,82620,2017,9,2017-9
COFFS HARBOUR-SYDNEY,29999,2017,9,2017-9
CAIRNS-MELBOURNE,78753,2017,9,2017-9
CAIRNS-SYDNEY,96393,2017,9,2017-9
CAIRNS-TOWNSVILLE,12251,2017,9,2017-9
DUBBO-SYDNEY,16564,2017,9,2017-9
DARWIN-MELBOURNE,27148,2017,9,2017-9
DARWIN-PERTH,17835,2017,9,2017-9
DARWIN-SYDNEY,29842,2017,9,2017-9
GERALDTON-PERTH,9408,2017,9,2017-9
HOBART-MELBOURNE,121796,2017,9,2017-9
HOBART-SYDNEY,49716,2017,9,2017-9
HAMILTON ISLAND-MELBOURNE,0,2017,9,2017-9
HAMILTON ISLAND-SYDNEY,16862,2017,9,2017-9
KALGOORLIE-PERTH,20567,2017,9,2017-9
KARRATHA-PERTH,35121,2017,9,2017-9
LAUNCESTON-MELBOURNE,69567,2017,9,2017-9
LAUNCESTON-SYDNEY,18898,2017,9,2017-9
SUNSHINE COAST-MELBOURNE,47088,2017,9,2017-9
SUNSHINE COAST-SYDNEY,50009,2017,9,2017-9
MELBOURNE-MILDURA,17697,2017,9,2017-9
MELBOURNE-NEWCASTLE,41944,2017,9,2017-9
MELBOURNE-GOLD COAST,178563,2017,9,2017-9
MELBOURNE-PERTH,161000,2017,9,2017-9
MELBOURNE-SYDNEY,742212,2017,9,2017-9
MELBOURNE-TOWNSVILLE,13977,2017,9,2017-9
GOLD COAST-SYDNEY,225108,2017,9,2017-9
PERTH-PORT HEDLAND,28548,2017,9,2017-9
PERTH-SYDNEY,139425,2017,9,2017-9
PERTH-NEWMAN,23599,2017,9,2017-9
PROSERPINE-SYDNEY,10938,2017,9,2017-9
PORT MACQUARIE-SYDNEY,15879,2017,9,2017-9
BALLINA-SYDNEY,36012,2017,9,2017-9
SYDNEY-TAMWORTH,15373,2017,9,2017-9
SYDNEY-TOWNSVILLE,15487,2017,9,2017-9
SYDNEY-WAGGA WAGGA,15621,2017,9,2017-9
ALBURY-SYDNEY,19738,2017,10,2017-10
ADELAIDE-ALICE SPRINGS,12089,2017,10,2017-10
ADELAIDE-BRISBANE,82342,2017,10,2017-10
ADELAIDE-CANBERRA,17365,2017,10,2017-10
ADELAIDE-MELBOURNE,221993,2017,10,2017-10
ADELAIDE-GOLD COAST,19368,2017,10,2017-10
ADELAIDE-PERTH,56386,2017,10,2017-10
ADELAIDE-PORT LINCOLN,14246,2017,10,2017-10
ADELAIDE-SYDNEY,170557,2017,10,2017-10
ARMIDALE-SYDNEY,11729,2017,10,2017-10
ALICE SPRINGS-DARWIN,10902,2017,10,2017-10
ALICE SPRINGS-MELBOURNE,0,2017,10,2017-10
ALICE SPRINGS-SYDNEY,0,2017,10,2017-10
AYERS ROCK-SYDNEY,17549,2017,10,2017-10
BUNDABERG-BRISBANE,14888,2017,10,2017-10
BROOME-PERTH,33481,2017,10,2017-10
BRISBANE-CANBERRA,54373,2017,10,2017-10
BRISBANE-CAIRNS,123971,2017,10,2017-10
BRISBANE-DARWIN,35080,2017,10,2017-10
BRISBANE-EMERALD,17978,2017,10,2017-10
BRISBANE-GLADSTONE,23790,2017,10,2017-10
BRISBANE-HOBART,18918,2017,10,2017-10
BRISBANE-HAMILTON ISLAND,11083,2017,10,2017-10
BRISBANE-MOUNT ISA,11039,2017,10,2017-10
BRISBANE-MELBOURNE,328434,2017,10,2017-10
BRISBANE-MACKAY,63898,2017,10,2017-10
BRISBANE-MORANBAH,0,2017,10,2017-10
BRISBANE-NEWCASTLE,51953,2017,10,2017-10
BRISBANE-PERTH,88226,2017,10,2017-10
BRISBANE-PROSERPINE,26072,2017,10,2017-10
BRISBANE-ROCKHAMPTON,47656,2017,10,2017-10
BRISBANE-SYDNEY,419015,2017,10,2017-10
BRISBANE-TOWNSVILLE,83544,2017,10,2017-10
CANBERRA-MELBOURNE,101529,2017,10,2017-10
CANBERRA-SYDNEY,84641,2017,10,2017-10
COFFS HARBOUR-SYDNEY,32248,2017,10,2017-10
CAIRNS-MELBOURNE,81827,2017,10,2017-10
CAIRNS-SYDNEY,104194,2017,10,2017-10
CAIRNS-TOWNSVILLE,13011,2017,10,2017-10
DUBBO-SYDNEY,17259,2017,10,2017-10
DARWIN-MELBOURNE,26524,2017,10,2017-10
DARWIN-PERTH,18288,2017,10,2017-10
DARWIN-SYDNEY,28535,2017,10,2017-10
GERALDTON-PERTH,9493,2017,10,2017-10
HOBART-MELBOURNE,137141,2017,10,2017-10
HOBART-SYDNEY,61026,2017,10,2017-10
HAMILTON ISLAND-MELBOURNE,0,2017,10,2017-10
HAMILTON ISLAND-SYDNEY,18402,2017,10,2017-10
KALGOORLIE-PERTH,21271,2017,10,2017-10
KARRATHA-PERTH,37933,2017,10,2017-10
LAUNCESTON-MELBOURNE,78281,2017,10,2017-10
LAUNCESTON-SYDNEY,21251,2017,10,2017-10
SUNSHINE COAST-MELBOURNE,48821,2017,10,2017-10
SUNSHINE COAST-SYDNEY,57454,2017,10,2017-10
MELBOURNE-MILDURA,19651,2017,10,2017-10
MELBOURNE-NEWCASTLE,45855,2017,10,2017-10
MELBOURNE-GOLD COAST,193076,2017,10,2017-10
MELBOURNE-PERTH,180013,2017,10,2017-10
MELBOURNE-SYDNEY,810784,2017,10,2017-10
MELBOURNE-TOWNSVILLE,14251,2017,10,2017-10
GOLD COAST-SYDNEY,243670,2017,10,2017-10
PERTH-PORT HEDLAND,30230,2017,10,2017-10
PERTH-SYDNEY,150133,2017,10,2017-10
PERTH-NEWMAN,25689,2017,10,2017-10
PROSERPINE-SYDNEY,11828,2017,10,2017-10
PORT MACQUARIE-SYDNEY,16692,2017,10,2017-10
BALLINA-SYDNEY,39132,2017,10,2017-10
SYDNEY-TAMWORTH,15452,2017,10,2017-10
SYDNEY-TOWNSVILLE,15620,2017,10,2017-10
SYDNEY-WAGGA WAGGA,16729,2017,10,2017-10
ALBURY-SYDNEY,19175,2017,11,2017-11
ADELAIDE-ALICE SPRINGS,10903,2017,11,2017-11
ADELAIDE-BRISBANE,74974,2017,11,2017-11
ADELAIDE-CANBERRA,18040,2017,11,2017-11
ADELAIDE-MELBOURNE,213206,2017,11,2017-11
ADELAIDE-GOLD COAST,17839,2017,11,2017-11
ADELAIDE-PERTH,53573,2017,11,2017-11
ADELAIDE-PORT LINCOLN,14747,2017,11,2017-11
ADELAIDE-SYDNEY,166975,2017,11,2017-11
ARMIDALE-SYDNEY,11641,2017,11,2017-11
ALICE SPRINGS-DARWIN,10204,2017,11,2017-11
ALICE SPRINGS-MELBOURNE,0,2017,11,2017-11
ALICE SPRINGS-SYDNEY,0,2017,11,2017-11
AYERS ROCK-SYDNEY,15670,2017,11,2017-11
BUNDABERG-BRISBANE,13923,2017,11,2017-11
BROOME-PERTH,26222,2017,11,2017-11
BRISBANE-CANBERRA,51936,2017,11,2017-11
BRISBANE-CAIRNS,117890,2017,11,2017-11
BRISBANE-DARWIN,30500,2017,11,2017-11
BRISBANE-EMERALD,16950,2017,11,2017-11
BRISBANE-GLADSTONE,22279,2017,11,2017-11
BRISBANE-HOBART,18017,2017,11,2017-11
BRISBANE-HAMILTON ISLAND,10910,2017,11,2017-11
BRISBANE-MOUNT ISA,11086,2017,11,2017-11
BRISBANE-MELBOURNE,308588,2017,11,2017-11
BRISBANE-MACKAY,59278,2017,11,2017-11
BRISBANE-MORANBAH,0,2017,11,2017-11
BRISBANE-NEWCASTLE,52531,2017,11,2017-11
BRISBANE-PERTH,83036,2017,11,2017-11
BRISBANE-PROSERPINE,23604,2017,11,2017-11
BRISBANE-ROCKHAMPTON,43016,2017,11,2017-11
BRISBANE-SYDNEY,413987,2017,11,2017-11
BRISBANE-TOWNSVILLE,78540,2017,11,2017-11
CANBERRA-MELBOURNE,103987,2017,11,2017-11
CANBERRA-SYDNEY,87936,2017,11,2017-11
COFFS HARBOUR-SYDNEY,32885,2017,11,2017-11
CAIRNS-MELBOURNE,66528,2017,11,2017-11
CAIRNS-SYDNEY,92943,2017,11,2017-11
CAIRNS-TOWNSVILLE,12638,2017,11,2017-11
DUBBO-SYDNEY,17039,2017,11,2017-11
DARWIN-MELBOURNE,21615,2017,11,2017-11
DARWIN-PERTH,16099,2017,11,2017-11
DARWIN-SYDNEY,22324,2017,11,2017-11
GERALDTON-PERTH,9300,2017,11,2017-11
HOBART-MELBOURNE,141644,2017,11,2017-11
HOBART-SYDNEY,58692,2017,11,2017-11
HAMILTON ISLAND-MELBOURNE,0,2017,11,2017-11
HAMILTON ISLAND-SYDNEY,18210,2017,11,2017-11
KALGOORLIE-PERTH,21927,2017,11,2017-11
KARRATHA-PERTH,37425,2017,11,2017-11
LAUNCESTON-MELBOURNE,81257,2017,11,2017-11
LAUNCESTON-SYDNEY,24262,2017,11,2017-11
SUNSHINE COAST-MELBOURNE,44201,2017,11,2017-11
SUNSHINE COAST-SYDNEY,53017,2017,11,2017-11
MELBOURNE-MILDURA,18325,2017,11,2017-11
MELBOURNE-NEWCASTLE,41016,2017,11,2017-11
MELBOURNE-GOLD COAST,169135,2017,11,2017-11
MELBOURNE-PERTH,175940,2017,11,2017-11
MELBOURNE-SYDNEY,834347,2017,11,2017-11
MELBOURNE-TOWNSVILLE,12245,2017,11,2017-11
GOLD COAST-SYDNEY,237198,2017,11,2017-11
PERTH-PORT HEDLAND,28692,2017,11,2017-11
PERTH-SYDNEY,146107,2017,11,2017-11
PERTH-NEWMAN,25924,2017,11,2017-11
PROSERPINE-SYDNEY,12199,2017,11,2017-11
PORT MACQUARIE-SYDNEY,16555,2017,11,2017-11
BALLINA-SYDNEY,32419,2017,11,2017-11
SYDNEY-TAMWORTH,14948,2017,11,2017-11
SYDNEY-TOWNSVILLE,12042,2017,11,2017-11
SYDNEY-WAGGA WAGGA,16328,2017,11,2017-11
ALBURY-SYDNEY,17528,2017,12,2017-12
ADELAIDE-ALICE SPRINGS,9729,2017,12,2017-12
ADELAIDE-BRISBANE,79529,2017,12,2017-12
ADELAIDE-CANBERRA,15360,2017,12,2017-12
ADELAIDE-MELBOURNE,216483,2017,12,2017-12
ADELAIDE-GOLD COAST,20184,2017,12,2017-12
ADELAIDE-PERTH,56680,2017,12,2017-12
ADELAIDE-PORT LINCOLN,14867,2017,12,2017-12
ADELAIDE-SYDNEY,170313,2017,12,2017-12
ARMIDALE-SYDNEY,10026,2017,12,2017-12
ALICE SPRINGS-DARWIN,7480,2017,12,2017-12
ALICE SPRINGS-MELBOURNE,0,2017,12,2017-12
ALICE SPRINGS-SYDNEY,0,2017,12,2017-12
AYERS ROCK-SYDNEY,13940,2017,12,2017-12
BUNDABERG-BRISBANE,14048,2017,12,2017-12
BROOME-PERTH,25494,2017,12,2017-12
BRISBANE-CANBERRA,53033,2017,12,2017-12
BRISBANE-CAIRNS,117623,2017,12,2017-12
BRISBANE-DARWIN,31813,2017,12,2017-12
BRISBANE-EMERALD,14626,2017,12,2017-12
BRISBANE-GLADSTONE,21020,2017,12,2017-12
BRISBANE-HOBART,22723,2017,12,2017-12
BRISBANE-HAMILTON ISLAND,10929,2017,12,2017-12
BRISBANE-MOUNT ISA,9507,2017,12,2017-12
BRISBANE-MELBOURNE,309031,2017,12,2017-12
BRISBANE-MACKAY,60946,2017,12,2017-12
BRISBANE-MORANBAH,0,2017,12,2017-12
BRISBANE-NEWCASTLE,52128,2017,12,2017-12
BRISBANE-PERTH,90015,2017,12,2017-12
BRISBANE-PROSERPINE,26654,2017,12,2017-12
BRISBANE-ROCKHAMPTON,41553,2017,12,2017-12
BRISBANE-SYDNEY,411956,2017,12,2017-12
BRISBANE-TOWNSVILLE,84419,2017,12,2017-12
CANBERRA-MELBOURNE,92260,2017,12,2017-12
CANBERRA-SYDNEY,69452,2017,12,2017-12
COFFS HARBOUR-SYDNEY,29095,2017,12,2017-12
CAIRNS-MELBOURNE,70297,2017,12,2017-12
CAIRNS-SYDNEY,99886,2017,12,2017-12
CAIRNS-TOWNSVILLE,10567,2017,12,2017-12
DUBBO-SYDNEY,14326,2017,12,2017-12
DARWIN-MELBOURNE,22612,2017,12,2017-12
DARWIN-PERTH,15910,2017,12,2017-12
DARWIN-SYDNEY,25208,2017,12,2017-12
GERALDTON-PERTH,8678,2017,12,2017-12
HOBART-MELBOURNE,156356,2017,12,2017-12
HOBART-SYDNEY,68194,2017,12,2017-12
HAMILTON ISLAND-MELBOURNE,0,2017,12,2017-12
HAMILTON ISLAND-SYDNEY,20389,2017,12,2017-12
KALGOORLIE-PERTH,18805,2017,12,2017-12
KARRATHA-PERTH,32855,2017,12,2017-12
LAUNCESTON-MELBOURNE,93499,2017,12,2017-12
LAUNCESTON-SYDNEY,32721,2017,12,2017-12
SUNSHINE COAST-MELBOURNE,47196,2017,12,2017-12
SUNSHINE COAST-SYDNEY,58282,2017,12,2017-12
MELBOURNE-MILDURA,17726,2017,12,2017-12
MELBOURNE-NEWCASTLE,42983,2017,12,2017-12
MELBOURNE-GOLD COAST,182153,2017,12,2017-12
MELBOURNE-PERTH,192686,2017,12,2017-12
MELBOURNE-SYDNEY,757605,2017,12,2017-12
MELBOURNE-TOWNSVILLE,13766,2017,12,2017-12
GOLD COAST-SYDNEY,253144,2017,12,2017-12
PERTH-PORT HEDLAND,24887,2017,12,2017-12
PERTH-SYDNEY,159947,2017,12,2017-12
PERTH-NEWMAN,20869,2017,12,2017-12
PROSERPINE-SYDNEY,12449,2017,12,2017-12
PORT MACQUARIE-SYDNEY,16781,2017,12,2017-12
BALLINA-SYDNEY,41130,2017,12,2017-12
SYDNEY-TAMWORTH,13828,2017,12,2017-12
SYDNEY-TOWNSVILLE,16463,2017,12,2017-12
SYDNEY-WAGGA WAGGA,13627,2017,12,2017-12
ALBURY-SYDNEY,15532,2018,1,2018-1
ADELAIDE-ALICE SPRINGS,9911,2018,1,2018-1
ADELAIDE-BRISBANE,72115,2018,1,2018-1
ADELAIDE-CANBERRA,12333,2018,1,2018-1
ADELAIDE-MELBOURNE,200967,2018,1,2018-1
ADELAIDE-GOLD COAST,21946,2018,1,2018-1
ADELAIDE-PERTH,55662,2018,1,2018-1
ADELAIDE-PORT LINCOLN,14064,2018,1,2018-1
ADELAIDE-SYDNEY,161998,2018,1,2018-1
ARMIDALE-SYDNEY,8521,2018,1,2018-1
ALICE SPRINGS-DARWIN,5231,2018,1,2018-1
ALICE SPRINGS-MELBOURNE,0,2018,1,2018-1
ALICE SPRINGS-SYDNEY,0,2018,1,2018-1
AYERS ROCK-SYDNEY,13997,2018,1,2018-1
BUNDABERG-BRISBANE,12946,2018,1,2018-1
BROOME-PERTH,23735,2018,1,2018-1
BRISBANE-CANBERRA,47394,2018,1,2018-1
BRISBANE-CAIRNS,110692,2018,1,2018-1
BRISBANE-DARWIN,30881,2018,1,2018-1
BRISBANE-EMERALD,14786,2018,1,2018-1
BRISBANE-GLADSTONE,19564,2018,1,2018-1
BRISBANE-HOBART,23444,2018,1,2018-1
BRISBANE-HAMILTON ISLAND,9112,2018,1,2018-1
BRISBANE-MOUNT ISA,8603,2018,1,2018-1
BRISBANE-MELBOURNE,291254,2018,1,2018-1
BRISBANE-MACKAY,57237,2018,1,2018-1
BRISBANE-MORANBAH,0,2018,1,2018-1
BRISBANE-NEWCASTLE,45117,2018,1,2018-1
BRISBANE-PERTH,85881,2018,1,2018-1
BRISBANE-PROSERPINE,26521,2018,1,2018-1
BRISBANE-ROCKHAMPTON,37415,2018,1,2018-1
BRISBANE-SYDNEY,364590,2018,1,2018-1
BRISBANE-TOWNSVILLE,73579,2018,1,2018-1
CANBERRA-MELBOURNE,77396,2018,1,2018-1
CANBERRA-SYDNEY,47630,2018,1,2018-1
COFFS HARBOUR-SYDNEY,26702,2018,1,2018-1
CAIRNS-MELBOURNE,73873,2018,1,2018-1
CAIRNS-SYDNEY,102585,2018,1,2018-1
CAIRNS-TOWNSVILLE,9415,2018,1,2018-1
DUBBO-SYDNEY,12190,2018,1,2018-1
DARWIN-MELBOURNE,23314,2018,1,2018-1
DARWIN-PERTH,15897,2018,1,2018-1
DARWIN-SYDNEY,22118,2018,1,2018-1
GERALDTON-PERTH,7093,2018,1,2018-1
HOBART-MELBOURNE,159314,2018,1,2018-1
HOBART-SYDNEY,74708,2018,1,2018-1
HAMILTON ISLAND-MELBOURNE,0,2018,1,2018-1
HAMILTON ISLAND-SYDNEY,20888,2018,1,2018-1
KALGOORLIE-PERTH,18936,2018,1,2018-1
KARRATHA-PERTH,33453,2018,1,2018-1
LAUNCESTON-MELBOURNE,95432,2018,1,2018-1
LAUNCESTON-SYDNEY,37923,2018,1,2018-1
SUNSHINE COAST-MELBOURNE,51628,2018,1,2018-1
SUNSHINE COAST-SYDNEY,64091,2018,1,2018-1
MELBOURNE-MILDURA,15662,2018,1,2018-1
MELBOURNE-NEWCASTLE,44731,2018,1,2018-1
MELBOURNE-GOLD COAST,204227,2018,1,2018-1
MELBOURNE-PERTH,190757,2018,1,2018-1
MELBOURNE-SYDNEY,742788,2018,1,2018-1
MELBOURNE-TOWNSVILLE,12902,2018,1,2018-1
GOLD COAST-SYDNEY,268842,2018,1,2018-1
PERTH-PORT HEDLAND,26608,2018,1,2018-1
PERTH-SYDNEY,153250,2018,1,2018-1
PERTH-NEWMAN,23305,2018,1,2018-1
PROSERPINE-SYDNEY,12477,2018,1,2018-1
PORT MACQUARIE-SYDNEY,14959,2018,1,2018-1
BALLINA-SYDNEY,45891,2018,1,2018-1
SYDNEY-TAMWORTH,13994,2018,1,2018-1
SYDNEY-TOWNSVILLE,14022,2018,1,2018-1
SYDNEY-WAGGA WAGGA,10989,2018,1,2018-1
ALBURY-SYDNEY,15109,2018,2,2018-2
ADELAIDE-ALICE SPRINGS,9190,2018,2,2018-2
ADELAIDE-BRISBANE,60637,2018,2,2018-2
ADELAIDE-CANBERRA,14467,2018,2,2018-2
ADELAIDE-MELBOURNE,191022,2018,2,2018-2
ADELAIDE-GOLD COAST,15409,2018,2,2018-2
ADELAIDE-PERTH,47730,2018,2,2018-2
ADELAIDE-PORT LINCOLN,13670,2018,2,2018-2
ADELAIDE-SYDNEY,146223,2018,2,2018-2
ARMIDALE-SYDNEY,9163,2018,2,2018-2
ALICE SPRINGS-DARWIN,6395,2018,2,2018-2
ALICE SPRINGS-MELBOURNE,0,2018,2,2018-2
ALICE SPRINGS-SYDNEY,0,2018,2,2018-2
AYERS ROCK-SYDNEY,14682,2018,2,2018-2
BUNDABERG-BRISBANE,11953,2018,2,2018-2
BROOME-PERTH,19518,2018,2,2018-2
BRISBANE-CANBERRA,43345,2018,2,2018-2
BRISBANE-CAIRNS,102253,2018,2,2018-2
BRISBANE-DARWIN,23252,2018,2,2018-2
BRISBANE-EMERALD,12513,2018,2,2018-2
BRISBANE-GLADSTONE,18629,2018,2,2018-2
BRISBANE-HOBART,16582,2018,2,2018-2
BRISBANE-HAMILTON ISLAND,10768,2018,2,2018-2
BRISBANE-MOUNT ISA,8656,2018,2,2018-2
BRISBANE-MELBOURNE,249485,2018,2,2018-2
BRISBANE-MACKAY,51306,2018,2,2018-2
BRISBANE-MORANBAH,0,2018,2,2018-2
BRISBANE-NEWCASTLE,42692,2018,2,2018-2
BRISBANE-PERTH,70321,2018,2,2018-2
BRISBANE-PROSERPINE,21342,2018,2,2018-2
BRISBANE-ROCKHAMPTON,35570,2018,2,2018-2
BRISBANE-SYDNEY,365243,2018,2,2018-2
BRISBANE-TOWNSVILLE,65479,2018,2,2018-2
CANBERRA-MELBOURNE,88714,2018,2,2018-2
CANBERRA-SYDNEY,75306,2018,2,2018-2
COFFS HARBOUR-SYDNEY,25971,2018,2,2018-2
CAIRNS-MELBOURNE,50127,2018,2,2018-2
CAIRNS-SYDNEY,86344,2018,2,2018-2
CAIRNS-TOWNSVILLE,11018,2018,2,2018-2
DUBBO-SYDNEY,14006,2018,2,2018-2
DARWIN-MELBOURNE,17242,2018,2,2018-2
DARWIN-PERTH,13539,2018,2,2018-2
DARWIN-SYDNEY,15607,2018,2,2018-2
GERALDTON-PERTH,10230,2018,2,2018-2
HOBART-MELBOURNE,139288,2018,2,2018-2
HOBART-SYDNEY,59491,2018,2,2018-2
HAMILTON ISLAND-MELBOURNE,0,2018,2,2018-2
HAMILTON ISLAND-SYDNEY,16362,2018,2,2018-2
KALGOORLIE-PERTH,19862,2018,2,2018-2
KARRATHA-PERTH,32346,2018,2,2018-2
LAUNCESTON-MELBOURNE,77039,2018,2,2018-2
LAUNCESTON-SYDNEY,24944,2018,2,2018-2
SUNSHINE COAST-MELBOURNE,33824,2018,2,2018-2
SUNSHINE COAST-SYDNEY,43119,2018,2,2018-2
MELBOURNE-MILDURA,16106,2018,2,2018-2
MELBOURNE-NEWCASTLE,34985,2018,2,2018-2
MELBOURNE-GOLD COAST,138448,2018,2,2018-2
MELBOURNE-PERTH,148619,2018,2,2018-2
MELBOURNE-SYDNEY,747641,2018,2,2018-2
MELBOURNE-TOWNSVILLE,8090,2018,2,2018-2
GOLD COAST-SYDNEY,210782,2018,2,2018-2
PERTH-PORT HEDLAND,25547,2018,2,2018-2
PERTH-SYDNEY,128167,2018,2,2018-2
PERTH-NEWMAN,23291,2018,2,2018-2
PROSERPINE-SYDNEY,10840,2018,2,2018-2
PORT MACQUARIE-SYDNEY,13989,2018,2,2018-2
BALLINA-SYDNEY,33143,2018,2,2018-2
SYDNEY-TAMWORTH,12554,2018,2,2018-2
SYDNEY-TOWNSVILLE,8701,2018,2,2018-2
SYDNEY-WAGGA WAGGA,12906,2018,2,2018-2
ALBURY-SYDNEY,18921,2018,3,2018-3
ADELAIDE-ALICE SPRINGS,10851,2018,3,2018-3
ADELAIDE-BRISBANE,70464,2018,3,2018-3
ADELAIDE-CANBERRA,17575,2018,3,2018-3
ADELAIDE-MELBOURNE,221754,2018,3,2018-3
ADELAIDE-GOLD COAST,18428,2018,3,2018-3
ADELAIDE-PERTH,54400,2018,3,2018-3
ADELAIDE-PORT LINCOLN,15814,2018,3,2018-3
ADELAIDE-SYDNEY,172790,2018,3,2018-3
ARMIDALE-SYDNEY,10488,2018,3,2018-3
ALICE SPRINGS-DARWIN,8303,2018,3,2018-3
ALICE SPRINGS-MELBOURNE,0,2018,3,2018-3
ALICE SPRINGS-SYDNEY,0,2018,3,2018-3
AYERS ROCK-SYDNEY,17641,2018,3,2018-3
BUNDABERG-BRISBANE,14541,2018,3,2018-3
BROOME-PERTH,25869,2018,3,2018-3
BRISBANE-CANBERRA,52466,2018,3,2018-3
BRISBANE-CAIRNS,106677,2018,3,2018-3
BRISBANE-DARWIN,27006,2018,3,2018-3
BRISBANE-EMERALD,17470,2018,3,2018-3
BRISBANE-GLADSTONE,22860,2018,3,2018-3
BRISBANE-HOBART,18279,2018,3,2018-3
BRISBANE-HAMILTON ISLAND,10662,2018,3,2018-3
BRISBANE-MOUNT ISA,10857,2018,3,2018-3
BRISBANE-MELBOURNE,296549,2018,3,2018-3
BRISBANE-MACKAY,61929,2018,3,2018-3
BRISBANE-MORANBAH,0,2018,3,2018-3
BRISBANE-NEWCASTLE,48323,2018,3,2018-3
BRISBANE-PERTH,80092,2018,3,2018-3
BRISBANE-PROSERPINE,20061,2018,3,2018-3
BRISBANE-ROCKHAMPTON,43635,2018,3,2018-3
BRISBANE-SYDNEY,415257,2018,3,2018-3
BRISBANE-TOWNSVILLE,84475,2018,3,2018-3
CANBERRA-MELBOURNE,108778,2018,3,2018-3
CANBERRA-SYDNEY,88789,2018,3,2018-3
COFFS HARBOUR-SYDNEY,31011,2018,3,2018-3
CAIRNS-MELBOURNE,55837,2018,3,2018-3
CAIRNS-SYDNEY,86943,2018,3,2018-3
CAIRNS-TOWNSVILLE,15517,2018,3,2018-3
DUBBO-SYDNEY,16826,2018,3,2018-3
DARWIN-MELBOURNE,21605,2018,3,2018-3
DARWIN-PERTH,15736,2018,3,2018-3
DARWIN-SYDNEY,21316,2018,3,2018-3
GERALDTON-PERTH,9733,2018,3,2018-3
HOBART-MELBOURNE,156474,2018,3,2018-3
HOBART-SYDNEY,64648,2018,3,2018-3
HAMILTON ISLAND-MELBOURNE,0,2018,3,2018-3
HAMILTON ISLAND-SYDNEY,15616,2018,3,2018-3
KALGOORLIE-PERTH,22061,2018,3,2018-3
KARRATHA-PERTH,36464,2018,3,2018-3
LAUNCESTON-MELBOURNE,91206,2018,3,2018-3
LAUNCESTON-SYDNEY,27532,2018,3,2018-3
SUNSHINE COAST-MELBOURNE,40734,2018,3,2018-3
SUNSHINE COAST-SYDNEY,50528,2018,3,2018-3
MELBOURNE-MILDURA,20157,2018,3,2018-3
MELBOURNE-NEWCASTLE,41582,2018,3,2018-3
MELBOURNE-GOLD COAST,162317,2018,3,2018-3
MELBOURNE-PERTH,179204,2018,3,2018-3
MELBOURNE-SYDNEY,827636,2018,3,2018-3
MELBOURNE-TOWNSVILLE,10760,2018,3,2018-3
GOLD COAST-SYDNEY,231490,2018,3,2018-3
PERTH-PORT HEDLAND,30244,2018,3,2018-3
PERTH-SYDNEY,149388,2018,3,2018-3
PERTH-NEWMAN,25505,2018,3,2018-3
PROSERPINE-SYDNEY,11830,2018,3,2018-3
PORT MACQUARIE-SYDNEY,16353,2018,3,2018-3
BALLINA-SYDNEY,35722,2018,3,2018-3
SYDNEY-TAMWORTH,15178,2018,3,2018-3
SYDNEY-TOWNSVILLE,10685,2018,3,2018-3
SYDNEY-WAGGA WAGGA,16309,2018,3,2018-3
ALBURY-SYDNEY,18266,2018,4,2018-4
ADELAIDE-ALICE SPRINGS,10759,2018,4,2018-4
ADELAIDE-BRISBANE,70660,2018,4,2018-4
ADELAIDE-CANBERRA,16137,2018,4,2018-4
ADELAIDE-MELBOURNE,215390,2018,4,2018-4
ADELAIDE-GOLD COAST,18697,2018,4,2018-4
ADELAIDE-PERTH,54610,2018,4,2018-4
ADELAIDE-PORT LINCOLN,14508,2018,4,2018-4
ADELAIDE-SYDNEY,170319,2018,4,2018-4
ARMIDALE-SYDNEY,11063,2018,4,2018-4
ALICE SPRINGS-DARWIN,8345,2018,4,2018-4
ALICE SPRINGS-MELBOURNE,0,2018,4,2018-4
ALICE SPRINGS-SYDNEY,0,2018,4,2018-4
AYERS ROCK-SYDNEY,16730,2018,4,2018-4
BUNDABERG-BRISBANE,13277,2018,4,2018-4
BROOME-PERTH,28435,2018,4,2018-4
BRISBANE-CANBERRA,52477,2018,4,2018-4
BRISBANE-CAIRNS,106624,2018,4,2018-4
BRISBANE-DARWIN,30431,2018,4,2018-4
BRISBANE-EMERALD,15747,2018,4,2018-4
BRISBANE-GLADSTONE,20666,2018,4,2018-4
BRISBANE-HOBART,19270,2018,4,2018-4
BRISBANE-HAMILTON ISLAND,9358,2018,4,2018-4
BRISBANE-MOUNT ISA,10488,2018,4,2018-4
BRISBANE-MELBOURNE,284525,2018,4,2018-4
BRISBANE-MACKAY,57336,2018,4,2018-4
BRISBANE-MORANBAH,0,2018,4,2018-4
BRISBANE-NEWCASTLE,48620,2018,4,2018-4
BRISBANE-PERTH,82913,2018,4,2018-4
BRISBANE-PROSERPINE,20013,2018,4,2018-4
BRISBANE-ROCKHAMPTON,40063,2018,4,2018-4
BRISBANE-SYDNEY,389543,2018,4,2018-4
BRISBANE-TOWNSVILLE,78704,2018,4,2018-4
CANBERRA-MELBOURNE,96484,2018,4,2018-4
CANBERRA-SYDNEY,75025,2018,4,2018-4
